WormBase Id,Public Name,stage_4_cell,stage_E_div,stage_4_AB_div,stage_5_AB_div,stage_6_AB_div,stage_7_AB_div,stage_VE,stage_CS,stage_Mov,stage_L1
WBGene00011252,R11H6.4,3.1335,3.4529,3.2563,2.7039,2.1465,1.8881,2.0936,1.6334,1.6089,2.564
WBGene00011253,R11H6.5,5.2185,5.2304,5.1964,5.0149,4.8569,4.9866,4.9653,4.8947,4.6119,4.5646
WBGene00020017,R12A1.3,1.2219,1.3692,1.4096,1.1312,1.1586,1.1494,1.758,2.523,3.0437,2.4755
WBGene00020018,R12B2.2,3.451,3.7289,3.3015,3.1869,3.5326,3.8071,3.8229,4.0062,3.8346,3.1618
WBGene00020019,R12B2.3,1.3865,1.5734,1.4542,0.85829,1.3065,1.433,1.6317,2.5311,2.1709,2.2003
WBGene00020020,R12B2.6,2.3895,2.6356,2.9386,2.9301,2.762,2.8131,2.3002,2.3405,2.1361,1.8834
WBGene00020021,R12B2.7,2.1436,2.2672,1.9214,1.8945,2.0046,2.1606,2.0887,2.3208,2.1727,1.9994
WBGene00044411,R12B2.8,1.2312,1.4395,1.4655,1.4675,1.1115,1.0505,1.4751,2.0426,2.9702,3.18
WBGene00020022,R12C12.1,2.2924,2.8477,3.2585,3.6605,4.0223,4.2505,4.3257,4.6035,4.7308,5.1326
WBGene00044395,R12C12.10,1.9658,1.4971,1.2655,1.0123,1.0973,1.1818,2.0165,2.5924,4.5489,4.2804
WBGene00020023,R12C12.3,1.2707,1.5819,1.9446,1.8187,1.9965,1.3775,2.2113,3.0317,3.9511,4.1794
WBGene00020024,R12C12.4,0.58877,1.0352,0.70448,0.54673,0.26738,0.386,0.3705,0.50846,1.1769,0.95784
WBGene00020025,R12C12.5,5.1525,5.2083,5.1161,4.5907,3.8104,4.0773,4.7516,5.1979,5.1391,4.7961
WBGene00020026,R12C12.6,5.0625,4.9097,4.6864,4.4194,4.5228,4.7645,4.8702,4.8472,4.7163,4.4614
WBGene00020027,R12C12.7,5.1891,5.0887,4.9544,4.7811,4.714,4.8423,4.9786,5.0169,4.7522,4.7706
WBGene00020028,R12C12.8,4.0296,4.0428,3.5834,3.8874,4.1567,4.3,4.239,4.2385,3.7531,4.136
WBGene00020029,R12C12.9,1.4481,2.068,1.6862,1.4041,1.4434,1.6203,2.2661,4.3352,4.7065,4.6841
WBGene00020030,R12E2.1,5.1579,5.1429,4.9681,4.7212,4.765,4.8856,4.8162,4.7504,4.4186,4.483
WBGene00020036,R12E2.11,4.574,4.4839,4.2167,3.7633,3.9502,4.2562,4.3814,4.4153,4.3092,4.5567
WBGene00020037,R12E2.12,4.7381,4.8093,4.7565,4.7211,4.7733,4.9091,5.0146,4.9956,4.8531,4.7996
WBGene00020038,R12E2.13,5.0894,5.0889,5.1085,5.051,5.0296,5.0764,5.1085,5.0332,4.9049,4.8344
WBGene00020039,R12E2.14,3.2987,3.7058,3.7727,3.9689,3.4266,3.2981,3.9056,4.2323,3.7794,3.8952
WBGene00020040,R12E2.15,1.7719,1.8514,2.392,2.4902,2.3344,2.0035,1.7883,1.9784,2.3783,4.0788
WBGene00020031,R12E2.2,4.0598,3.9915,3.1968,2.6606,2.7893,2.9448,2.8862,2.6392,2.6303,3.0078
WBGene00020032,R12E2.6,2.4944,2.4664,2.5262,2.3605,2.2668,2.3388,2.4365,2.6276,2.6439,2.3617
WBGene00020033,R12E2.7,1.5969,1.9669,1.9163,1.8532,2.0353,2.0001,2.3159,2.4887,2.5401,3.5272
WBGene00020034,R12E2.8,3.6912,3.5392,3.3747,3.4694,3.57,4.0087,3.9059,4.4205,4.4252,3.4929
WBGene00011254,R12G8.1,0.94587,2.2493,1.5947,1.3454,0.79024,0.72708,1.3183,2.8841,1.9898,3.8093
WBGene00011255,R12H7.4,0.66235,1.1026,0.73798,0.6475,0.94021,1.838,3.1057,2.1922,1.5831,2.7726
WBGene00011257,R13.2,0.57169,1.4183,0.95229,0.9583,0.48826,1.2097,0.63704,1.0237,1.1324,1.9681
WBGene00011258,R13.3,1.2113,1.5156,1.1194,0.86903,0.68381,0.82121,1.3063,2.874,3.0012,3.1172
WBGene00020041,R13A1.1,0.69456,1.0367,0.66923,0.6501,0.60518,0.73554,0.86879,0.8169,0.97375,0.96799
WBGene00044504,R13A1.10,2.53,2.7505,2.7335,3.2273,3.6206,3.7727,3.8699,3.9473,3.6997,3.7412
WBGene00020042,R13A1.3,1.1559,1.3318,1.1228,0.88741,0.71768,0.85531,0.83847,1.3438,1.4495,1.4173
WBGene00020043,R13A1.5,4.3396,4.5852,3.7017,3.8434,3.7317,3.7814,3.818,3.8001,3.9721,4.3022
WBGene00020044,R13A1.7,0.70356,1.0472,0.70778,0.52,0.28817,0.40157,0.69914,0.5236,1.0766,0.91625
WBGene00020046,R13A1.9,0.67823,1.1121,0.76673,0.60038,0.65633,0.47677,1.1363,1.0324,1.5984,3.5243
WBGene00020052,R13A5.10,2.1828,2.1124,2.4208,2.6014,3.1359,3.5279,3.8018,3.8219,3.3634,4.3816
WBGene00020050,R13A5.7,4.5803,4.2496,3.4141,3.2647,3.2756,4.0049,4.2753,4.1223,3.421,3.4143
WBGene00020051,R13A5.9,2.1973,2.6174,2.5093,2.343,2.0909,1.9518,3.1343,3.9822,4.3866,4.745
WBGene00020056,R13D11.1,1.0024,1.1475,0.8716,0.76941,0.63154,0.78834,0.64243,0.95921,1.235,2.1404
WBGene00020063,R13D11.10,2.5943,2.7768,2.9467,2.9607,2.5831,2.5486,2.5965,2.5591,2.8193,3.0114
WBGene00020057,R13D11.3,0.90895,1.2172,0.89791,0.73987,0.74249,0.68487,0.71573,1.0093,1.3884,1.1285
WBGene00020058,R13D11.4,0.68782,1.1927,1.1051,1.444,1.3606,1.2112,1.5472,2.7644,3.3786,4.038
WBGene00020054,R13D7.2,0.63796,1.0759,0.71077,0.55253,0.31197,0.44307,0.4324,0.55078,1.0337,4.1044
WBGene00020066,R13F6.5,2.5364,2.8003,2.8901,2.9168,2.6623,2.5766,2.277,2.3783,2.4193,2.6908
WBGene00011260,R13G10.4,1.1434,1.8457,1.6671,1.4028,1.5294,1.5565,1.2059,1.1501,1.4307,1.0176
WBGene00014826,R13H4.2,2.497,2.1245,1.9774,1.6739,1.2687,1.2443,1.7383,2.5735,2.5482,4.9901
WBGene00011263,R13H4.5,3.3631,3.6247,3.7617,3.4561,3.3892,3.6539,3.9939,4.3909,4.5586,4.5759
WBGene00011264,R13H4.6,1.1401,2.0843,2.3307,2.2271,2.3979,2.2496,1.6863,1.47,1.6781,1.9621
WBGene00011265,R13H4.7,0.76742,1.1526,0.7285,1.7044,3.5669,4.0884,1.8626,2.006,2.6862,3.8986
WBGene00011266,R13H4.8,2.0128,2.3335,1.8342,1.687,1.8381,1.755,1.7938,1.9306,2.3611,2.0016
WBGene00020069,R13H7.2,2.3687,2.3662,2.3887,2.2464,2.0668,2.1066,2.1019,2.1988,2.4308,2.7837
WBGene00020098,R144.10,4.9303,5.0214,4.9096,4.1358,2.8504,2.9979,3.2122,3.3763,3.2713,3.1243
WBGene00020099,R144.11,3.4395,2.7266,2.3462,2.6704,3.27,3.6884,3.9982,4.0964,3.4736,3.7528
WBGene00043060,R144.12,4.8316,4.6881,4.5201,4.4416,4.558,4.7606,4.876,4.8809,4.7894,4.8316
WBGene00044648,R144.13,4.8107,4.6279,4.4897,4.1256,4.4471,4.7068,4.9149,4.9062,4.8549,4.6774
WBGene00020093,R144.3,4.9838,5.006,4.9033,4.8,4.7732,4.8553,4.8649,4.7987,4.6548,4.346
WBGene00020095,R144.5,4.7284,4.826,4.6371,4.3261,4.3431,4.4776,4.4615,4.4156,4.0962,4.1352
WBGene00020096,R144.6,4.8138,4.7131,4.3536,3.7645,4.3215,4.6099,4.705,4.6443,4.3947,4.1121
WBGene00020101,R148.2,2.7315,2.7917,2.7101,2.0701,2.2667,2.4784,2.6699,2.4729,2.3932,2.3427
WBGene00020102,R148.3,3.4872,3.7342,3.2685,2.9079,2.8315,3.0551,3.3694,3.2308,3.2217,3.4268
WBGene00020103,R148.4,4.3399,4.0704,3.359,2.6056,2.5658,2.6737,2.4775,2.5097,2.6215,2.3176
WBGene00020104,R148.5,3.8858,3.3692,2.861,2.8738,3.1371,4.265,5.0496,5.1131,4.9731,4.3504
WBGene00020105,R148.7,0.68865,1.2505,0.77008,0.6601,1.2573,0.80798,2.595,2.7841,2.1464,3.9374
WBGene00020106,R151.1,2.0196,2.2304,2.1249,1.9438,2.0007,2.0841,2.7196,2.8795,3.0822,2.9401
WBGene00020113,R151.10,5.1373,4.9788,4.7389,4.5589,4.8149,5.002,5.0091,4.9797,4.8217,4.7559
WBGene00020107,R151.2,5.2768,5.2688,5.2411,5.1357,4.8164,4.6332,4.7382,4.7221,4.5494,4.9262
WBGene00020108,R151.4,2.8935,3.0692,2.9947,2.9483,2.849,2.9164,4.1488,4.3781,4.5049,4.4047
WBGene00020109,R151.6,4.6016,4.7079,4.3844,3.7053,4.1086,4.5239,4.5891,4.5113,4.23,4.2815
WBGene00020110,R151.7,5.0346,4.8398,4.5383,4.4211,4.5651,4.6809,4.7579,4.7855,4.7456,4.8647
WBGene00020111,R151.8,4.9445,4.9853,4.8099,4.5256,4.7132,4.8376,4.7243,4.6633,4.488,4.319
WBGene00020117,R155.3,0.96074,3.1253,2.5124,1.6786,1.3663,0.71424,0.63744,0.54576,1.3163,1.087
WBGene00020118,R155.4,1.8426,3.9169,3.1476,2.6243,1.8611,1.3774,1.4533,2.8323,3.2606,1.404
WBGene00189953,R155.5,0.56818,1.0099,0.65184,0.48227,0.23841,0.35821,0.35484,0.47928,0.96083,0.8947
WBGene00020119,R160.2,1.3406,1.3889,1.109,0.76216,1.139,1.376,1.426,1.7154,1.7975,1.2685
WBGene00020120,R160.3,1.8491,3.1629,3.3388,3.0864,2.64,2.8029,3.4162,4.4941,4.0101,1.6807
WBGene00020121,R160.4,0.70174,1.0223,1.023,0.81329,0.4903,0.58934,1.1776,1.2961,1.3666,1.4946
WBGene00020122,R160.5,0.66188,1.0442,0.71599,0.51921,0.73574,1.1912,1.2243,0.98213,1.263,1.3872
WBGene00020123,R160.6,0.63827,1.0712,0.71777,0.54519,0.30396,0.47254,0.50283,0.53918,1.0187,0.9315
WBGene00011302,R166.2,5.0026,4.981,4.8197,4.5372,4.6699,4.8295,4.8797,4.72,4.5422,4.4977
WBGene00011303,R166.3,4.9376,4.6999,4.4032,4.6107,4.9334,5.1278,5.1819,5.1406,4.9336,4.7276
WBGene00011268,R17.2,4.8114,4.8766,4.5409,3.5085,3.6026,4.1514,4.357,4.3365,4.0471,4.1422
WBGene00011269,R17.3,0.6843,1.2439,0.83863,0.69945,0.50955,0.62315,1.3622,1.5937,1.7309,1.3128
WBGene00020125,R173.3,1.439,1.4559,1.0523,1.0654,1.5505,1.5176,2.1427,2.4829,2.5514,2.4911
WBGene00011305,R186.1,2.5232,2.4667,2.5312,2.2564,2.2198,2.5448,3.405,3.2949,3.3792,3.4522
WBGene00011306,R186.3,4.9441,4.6013,4.4168,4.2947,4.583,4.8131,4.8858,4.8282,4.6285,4.4951
WBGene00011307,R186.6,2.9391,2.7759,2.3075,1.7572,1.4166,1.9191,2.6604,3.5271,3.4208,4.4466
WBGene00011308,R186.7,4.3738,4.7191,4.5252,4.2816,4.2846,4.4177,4.3819,4.402,3.8897,3.8003
WBGene00011309,R186.8,4.9432,4.8031,4.7741,4.6989,4.6858,4.8651,4.9621,4.9884,4.8752,4.9268
WBGene00020127,R193.1,0.59021,1.2023,0.66916,0.51245,0.28229,0.39861,0.38384,0.51047,1.0676,0.92201
WBGene00020128,R193.2,0.64433,1.1012,0.76623,0.57149,0.27439,0.41458,0.40016,0.57751,1.0253,0.96325
WBGene00020129,R193.3,0.72815,1.5001,0.70073,0.54941,0.29542,0.4298,0.42737,0.53899,1.0301,2.0206
WBGene00011270,R31.2,2.9217,2.7199,1.9066,1.4062,1.6092,1.6933,1.8418,1.9206,2.5751,2.4118
WBGene00020076,R52.4,0.84393,1.5387,1.6599,1.3139,1.6342,0.7951,1.0474,1.4084,1.8644,1.1939
WBGene00020077,R52.5,0.78096,1.5822,2.8471,3.303,3.2037,2.7906,1.3537,2.234,2.1519,1.9467
WBGene00020078,R52.6,0.71508,1.2314,1.1941,1.4874,1.6947,1.4471,0.75953,0.89775,1.1051,1.5631
WBGene00011271,R53.1,4.9106,4.8232,4.5083,3.9659,4.0045,4.2914,4.4505,4.4551,4.2467,4.229
WBGene00011272,R53.2,5.0664,5.0491,4.8034,3.637,4.2657,4.6277,4.7986,4.7545,4.9138,4.8538
WBGene00011273,R53.4,5.1389,5.1786,5.1764,5.0763,5.0734,5.0299,4.9506,4.9608,4.9366,5.1185
WBGene00011274,R53.5,5.2802,5.2642,5.2577,5.2303,4.8782,4.7178,4.7748,4.9155,4.7135,4.9582
WBGene00011275,R53.6,5.3346,5.2457,5.1784,5.0216,5.0236,5.0725,4.8136,4.6004,3.8079,4.2949
WBGene00011276,R53.7,3.7146,3.2596,2.5761,1.8807,1.927,1.8389,1.6635,1.803,2.23,2.7313
WBGene00011277,R53.8,0.67153,1.3813,1.1981,0.5842,0.32704,0.44204,0.42414,0.53757,1.054,1.0057
WBGene00020082,R57.1,1.7269,1.7485,1.962,3.1232,3.8178,4.3293,4.4369,4.4301,4.0647,4.5838
WBGene00020083,R57.2,1.403,1.9198,0.79082,1.0158,1.0306,0.84754,0.93165,4.4599,5.1767,4.9787
WBGene00011278,R74.2,0.9055,2.75,2.8277,2.5371,2.2489,2.3708,2.3928,2.3802,2.4251,3.1774
WBGene00011280,R74.6,4.748,4.6032,4.4143,4.4122,4.6757,4.775,4.7553,4.712,4.526,4.4738
WBGene00011281,R74.7,4.5951,4.5914,4.2613,3.3518,3.8408,4.2548,4.4626,4.3596,3.7088,4.0244
WBGene00011282,R74.8,5.1561,5.0283,4.8085,4.4346,4.0489,4.2181,4.2887,4.2191,4.2015,4.092
WBGene00011283,R90.1,3.1549,3.4089,2.8303,2.2239,1.6968,1.9132,4.1572,4.4286,4.5168,3.9056
WBGene00004266,rab-1,4.4568,4.0512,3.8789,3.9087,4.468,4.7319,4.8012,4.7843,4.6963,4.4694
WBGene00004273,rab-10,4.9159,4.8886,4.8223,4.4076,4.4668,4.6791,4.6104,4.6532,4.7104,4.1723
WBGene00004274,rab-11.1,2.3597,2.0115,1.9822,1.8678,2.1435,2.3109,2.22,2.0475,2.2294,1.5281
WBGene00004275,rab-11.2,1.6941,1.6363,1.3311,1.3344,1.5027,1.6898,1.5592,1.6018,3.1796,3.3925
WBGene00004276,rab-14,4.144,4.1095,4.0598,3.8802,4.1749,4.3059,4.234,4.1855,3.7976,3.5291
WBGene00004277,rab-18,4.6622,4.745,4.7115,4.6599,4.7014,4.803,4.6317,4.6023,4.3976,4.1413
WBGene00004278,rab-19,3.3672,3.9677,3.8956,4.3066,4.6567,4.889,4.9691,4.9852,4.9137,4.6953
WBGene00004279,rab-21,4.4683,4.4242,4.094,3.4952,3.4922,3.5349,3.3999,3.4494,3.0752,3.2014
WBGene00004281,rab-28,0.98419,1.3933,1.0593,0.83138,0.49983,1.3543,2.7305,4.6448,4.8891,3.8588
WBGene00004267,rab-3,1.0502,1.7438,1.0633,1.2176,1.9354,2.3805,2.3514,3.5759,4.1191,4.5915
WBGene00004282,rab-30,4.5132,4.4809,3.9911,3.4465,3.475,3.9708,4.0814,4.2983,4.3485,4.0258
WBGene00004283,rab-33,3.7689,3.4405,3.0924,3.217,3.4323,4.1209,3.9354,3.9186,3.5087,3.4733
WBGene00004284,rab-35,3.8402,3.3533,3.0188,2.9467,3.3833,3.9883,3.8884,3.6768,3.2796,3.4717
WBGene00004285,rab-37,0.61158,1.0387,0.69822,0.98521,0.76054,0.80954,0.61516,1.7919,2.0366,3.4988
WBGene00004286,rab-39,3.9092,3.4715,3.1589,3.5373,3.5719,3.8166,3.8073,3.9181,3.3095,3.9274
WBGene00004268,rab-5,4.6019,4.1386,3.8659,4.0938,4.4539,4.5816,4.663,4.6517,4.667,4.4343
WBGene00004269,rab-6.1,5.1858,4.8769,4.7056,4.4456,4.4046,4.5028,4.5553,4.6578,4.7227,4.5438
WBGene00004270,rab-6.2,4.6932,4.5733,4.5093,4.6163,4.7711,4.8551,4.94,4.9667,4.9261,4.6736
WBGene00004271,rab-7,4.1272,3.9119,3.5461,3.6389,4.0758,4.313,4.3712,4.1616,3.9609,3.865
WBGene00004272,rab-8,5.1404,4.9102,4.8585,4.9116,5.0467,5.1367,5.0428,4.9709,4.7882,4.5713
WBGene00017161,rabn-5,4.5513,4.4744,3.9526,3.7757,3.9664,4.1197,4.0708,4.0245,3.647,4.0627
WBGene00021538,rabs-5,4.2454,3.8097,3.2598,3.5412,3.9431,4.2827,4.424,4.4153,3.9547,4.0652
WBGene00012644,rabx-5,2.8549,3.0606,2.5351,2.3231,2.3818,2.6012,2.6388,2.686,2.6422,2.786
WBGene00004287,rac-2,2.2563,2.5645,2.4239,2.1433,1.7529,1.7865,1.8751,2.0003,2.2589,2.0901
WBGene00010556,rack-1,4.8166,4.9385,4.8971,4.9525,5.0692,5.1197,5.2412,5.2541,5.2086,5.3543
WBGene00013924,rad-23,5.2941,5.298,5.251,5.182,5.0747,5.029,5.0259,4.9609,4.6872,4.8618
WBGene00007761,rad-26,4.137,4.5386,4.2332,3.7492,3.751,4.0892,4.0318,3.7416,3.4496,3.3332
WBGene00004296,rad-50,4.7747,4.8958,4.6549,4.541,4.7185,4.8005,4.6464,4.4934,3.7902,4.3135
WBGene00004297,rad-51,5.1347,5.1057,5.0044,4.702,4.6973,4.8696,4.7923,4.5265,3.8942,4.3742
WBGene00004298,rad-54,4.8775,4.661,4.237,3.6989,3.8257,4.1071,3.8091,3.5397,3.3069,3.9868
WBGene00006414,raga-1,5.0028,5.042,4.731,4.2462,4.4637,4.5896,4.6084,4.5708,4.4373,4.4434
WBGene00012497,ragc-1,5.3096,5.2309,5.2212,5.0473,4.8955,5.0098,5.0351,5.0043,4.8831,4.8468
WBGene00021811,ral-1,4.8232,4.8863,4.7863,4.4075,4.071,4.439,4.6009,4.6766,4.6573,4.489
WBGene00004300,ram-2,2.4518,2.7832,2.7304,2.5914,2.64,2.5956,3.1012,3.6025,3.4002,5.1388
WBGene00004301,ram-5,0.75652,1.3077,0.74744,0.80369,0.5406,0.45813,1.1929,2.4428,2.7016,3.3713
WBGene00004302,ran-1,5.2944,5.2935,5.2496,5.2277,5.1034,5.0281,4.9731,4.8573,4.6249,4.8944
WBGene00004303,ran-2,4.809,4.9559,4.7245,4.5838,4.7021,4.8675,4.7527,4.626,4.2767,4.5313
WBGene00004304,ran-3,5.2412,5.1037,4.829,4.6899,4.8011,4.8625,4.7548,4.66,4.3655,4.739
WBGene00004305,ran-4,5.2754,5.1875,5.0019,4.8074,4.8691,4.8896,4.7005,4.5965,4.4543,4.8905
WBGene00004306,ran-5,4.6941,4.4831,4.0347,3.6178,4.2611,4.4024,4.4511,4.4616,4.1874,4.1116
WBGene00004307,rap-1,4.3865,4.7186,4.5091,3.5775,3.7674,4.1558,4.2832,4.2323,3.8439,3.6675
WBGene00004308,rap-2,3.3127,2.977,2.5472,2.3738,2.8645,3.5488,3.5271,3.3693,3.0379,2.878
WBGene00004309,rap-3,2.715,3.1612,2.9235,2.6269,2.8769,2.7486,4.0824,4.4394,4.7419,4.0114
WBGene00004310,ras-1,2.1911,2.0246,1.7135,1.216,1.8136,2.0069,3.9211,4.5305,4.0581,4.336
WBGene00004311,ras-2,0.82813,1.5046,1.3452,1.617,3.2106,4.1228,4.827,5.0619,4.8122,4.6387
WBGene00004312,rba-1,5.3324,5.3215,5.3017,5.2731,5.1806,5.2699,5.1815,5.0293,4.6041,4.8603
WBGene00004313,rbc-1,4.477,4.4843,4.3207,4.2606,4.3508,4.4086,4.5033,4.5477,4.4682,4.3839
WBGene00004314,rbc-2,2.6753,2.9991,2.643,2.563,2.5665,2.8121,2.8373,2.9337,2.8832,2.7145
WBGene00004315,rbd-1,4.6891,4.631,4.5073,4.6339,4.7943,4.9639,4.9532,4.9088,4.6594,4.7261
WBGene00004316,rbf-1,2.1321,2.9879,2.9133,2.3917,1.8879,1.5942,2.3639,3.2313,4.0013,4.5748
WBGene00004317,rbg-1,4.8367,4.814,4.5157,4.4789,4.6161,4.6757,4.7953,4.7967,4.7623,4.4216
WBGene00004318,rbg-2,4.8204,4.9259,4.7569,4.7031,4.429,4.5964,4.8267,4.821,4.7756,4.6172
WBGene00007167,rbg-3,5.0857,4.8766,4.5229,4.2112,4.208,4.3107,4.4274,4.3967,4.2088,4.2029
WBGene00004319,rbr-2,3.1324,3.2398,2.8019,2.67,2.9158,2.9683,2.9717,2.8841,2.7291,2.511
WBGene00004320,rbx-1,5.1702,5.1909,5.1748,5.1681,5.1114,5.0673,4.8675,4.8017,4.5291,4.4366
WBGene00019993,rbx-2,4.8074,4.7376,4.5698,4.354,4.4036,4.5657,4.4462,4.431,4.2045,3.9219
WBGene00004321,rcn-1,2.1832,2.7686,2.8034,3.0514,3.5574,4.2434,4.3071,4.3576,4.4519,4.2281
WBGene00004322,rcq-5,3.2188,3.6109,3.1097,2.6339,2.4358,2.5361,2.5832,2.4869,2.4719,2.5949
WBGene00004323,rde-1,4.5034,4.3586,3.4584,3.1092,3.9368,4.4019,4.5248,4.5602,4.3363,4.3463
WBGene00004324,rde-2,5.1807,5.1915,5.0219,4.4826,4.3706,4.6208,4.7679,4.7806,4.5717,4.6021
WBGene00004326,rde-4,5.3416,5.2899,5.2373,5.1529,5.2377,5.3083,5.1214,5.0295,4.6315,5.0042
WBGene00004328,rdy-2,0.59911,1.0532,0.70744,1.3578,0.83953,0.4135,0.39623,1.6995,2.7217,2.294
WBGene00004333,rec-8,4.4527,4.3255,3.7787,3.2178,3.0792,3.1407,2.9568,2.9865,2.8666,2.964
WBGene00004334,ref-1,2.8618,4.1189,3.7078,3.3462,3.0749,3.5034,2.9336,2.5016,2.5109,1.7841
WBGene00004335,ref-2,1.0641,3.7385,3.7897,3.5785,4.2386,3.6224,3.9872,3.5305,3.1687,3.1402
WBGene00022051,rep-1,4.2176,4.4299,4.1448,3.6685,3.9846,4.2701,4.3709,4.3462,4.2547,3.8143
WBGene00012696,reps-1,2.6068,2.7045,2.2178,1.7029,2.2346,2.3515,2.5371,2.3246,2.1093,1.7428
WBGene00009783,rer-1,4.8687,4.8246,4.7122,4.5995,4.7196,4.8078,4.8721,4.8635,4.7821,4.6073
WBGene00004336,ret-1,2.3874,2.0645,1.3596,1.2559,1.3037,1.4006,1.7403,1.7797,2.4533,2.0888
WBGene00018416,retr-1,4.4858,4.729,4.2765,3.2669,3.3187,3.6073,3.1237,2.7591,2.5921,3.0243
WBGene00014066,rev-1,2.9657,3.2075,2.6935,2.3623,2.3764,2.402,2.482,2.7726,2.9209,2.8384
WBGene00004337,rfc-1,5.1164,5.1918,5.0763,4.9801,4.7322,4.8051,4.5937,4.4271,3.8934,4.3428
WBGene00004338,rfc-2,5.2179,5.1463,5.1039,5.0754,4.997,5.151,4.9778,4.8137,4.1123,4.6427
WBGene00004339,rfc-3,5.4014,5.3608,5.3364,5.2339,5.2675,5.3443,5.173,5.0095,4.586,4.8434
WBGene00004340,rfc-4,5.019,5.0516,4.9114,4.68,4.8024,4.9548,4.6959,4.416,3.3672,4.1906
WBGene00004341,rfl-1,4.8657,4.9105,4.8741,4.8767,4.8881,4.9205,4.5565,4.4512,4.2458,4.28
WBGene00007008,rfp-1,4.3352,4.6853,4.4314,3.9953,4.0763,4.3575,4.2956,4.1009,3.6472,3.8382
WBGene00004342,rfs-1,3.8976,3.7947,3.3313,2.6084,2.4441,2.6173,2.8396,2.7306,2.4602,2.3515
WBGene00012203,rga-1,4.0846,3.6101,3.3501,4.1356,4.7002,4.8624,4.7477,4.8282,4.7686,4.5262
WBGene00013135,rga-2,2.6558,3.0767,2.5228,2.1471,2.1194,2.506,4.0219,4.6631,5.1445,3.9629
WBGene00019600,rga-3,4.3932,4.7071,4.53,4.0011,4.0167,4.277,4.212,3.6568,3.299,3.4518
WBGene00010374,rga-5,1.8834,1.8024,1.5897,1.5112,1.547,1.6263,1.9834,2.5941,2.5442,2.8947
WBGene00015303,rga-6,1.1975,2.3241,2.8869,3.526,3.3855,2.7579,1.0238,1.1829,2.5685,4.0115
WBGene00009100,rgef-1,0.6549,1.0929,0.75,0.56807,0.34679,0.45531,0.80017,0.60453,1.0475,1.3215
WBGene00017891,rgl-1,2.9699,3.0832,2.3694,2.5985,2.9281,3.1076,3.6397,3.7358,3.5913,3.4721
WBGene00004343,rgr-1,5.0569,5.1558,5.0267,4.9608,4.9211,5.1028,5.0238,4.9742,4.851,4.7424
WBGene00004344,rgs-1,2.1753,2.1211,1.6071,1.4164,1.6356,1.7942,2.8808,3.083,2.9849,2.6865
WBGene00004353,rgs-10,4.3123,4.5642,4.4651,4.1713,3.9137,3.4776,3.1521,2.4167,2.671,1.8653
WBGene00004354,rgs-11,4.8683,4.9681,4.8598,4.601,4.6591,4.629,3.5106,2.9961,1.84,2.3644
WBGene00004345,rgs-2,2.3186,2.3882,2.1586,2.0241,1.9095,1.9951,2.1927,2.5031,2.6308,3.6491
WBGene00004346,rgs-3,1.7071,2.1639,2.0043,1.9106,1.8386,1.6776,0.80011,1.9186,2.9634,3.9525
WBGene00004347,rgs-4,0.87757,1.153,0.78116,0.62241,0.3341,0.4653,0.44665,0.58794,1.1175,1.0916
WBGene00004348,rgs-5,4.1864,4.4484,3.9758,3.6708,4.1773,4.4528,4.5266,4.491,4.2383,3.9458
WBGene00004349,rgs-6,1.8687,1.9933,1.6554,1.2381,1.2766,1.1654,1.4863,1.8509,2.4896,3.0479
WBGene00004350,rgs-7,4.7362,4.9381,4.7774,4.5859,4.6666,4.8452,4.7295,4.5397,4.2808,4.2941
WBGene00004351,rgs-8.1,5.2884,5.2064,5.1383,5.114,5.1984,5.0543,4.1347,4.4083,4.3762,3.2642
WBGene00004352,rgs-9,5.2578,5.2045,5.1396,5.0799,5.0105,4.8394,3.8069,4.4431,3.897,1.7534
WBGene00004355,rha-1,4.901,5.0397,4.8678,4.9089,4.8239,4.913,4.845,4.7312,4.4974,4.5888
WBGene00015525,rha-2,3.8654,3.7679,3.129,3.0713,3.4188,3.9177,3.9525,3.8301,3.5278,3.9217
WBGene00010038,rheb-1,4.0079,3.6165,3.0006,3.1033,3.4219,3.6933,3.6859,3.555,3.2459,3.2875
WBGene00006468,rhgf-1,1.6446,2.5571,2.4858,3.1621,3.6659,3.5864,2.958,3.6197,4.2901,4.2733
WBGene00006476,rhgf-2,1.5487,1.3562,0.9844,0.59869,0.46614,1.0152,2.0551,1.9477,3.3371,1.9838
WBGene00004356,rhi-1,4.8577,4.6965,4.4774,4.3126,4.5351,4.7316,4.6302,4.4159,4.1183,4.2392
WBGene00004357,rho-1,2.7577,2.9576,2.786,2.9454,3.3111,3.8411,3.5799,3.4385,3.2192,2.6769
WBGene00004358,rhr-1,4.5276,4.1363,3.6001,3.231,2.8356,2.6848,3.5145,4.3957,3.9827,5.1602
WBGene00004359,rhr-2,0.77151,2.4033,2.0324,1.7786,1.5425,1.5705,3.3901,4.5553,4.1964,3.8226
WBGene00012324,rhy-1,4.6181,4.0789,3.1584,2.7202,3.5069,3.1313,4.3473,4.3945,4.2816,4.2031
WBGene00004360,rib-1,4.3678,4.3796,3.8796,3.4629,3.562,3.9824,3.9835,4.0071,3.7136,3.7911
WBGene00004361,rib-2,4.1701,4.2504,4.0455,4.336,4.5719,4.7172,4.6131,4.3663,3.8467,4.1828
WBGene00004368,ric-19,2.6007,3.0167,2.7091,2.6184,3.0764,3.3491,3.431,3.7311,4.1543,3.6585
